attendance_id,enrollment_id,total_classes,classes_attended
4390,4390,83,80
4391,4391,70,65
4392,4392,75,75
4393,4393,90,71
4394,4394,94,63
4395,4395,86,73
4396,4396,66,66
4397,4397,65,64
4398,4398,80,76
4399,4399,90,88
4400,4400,85,81
4401,4401,95,80
4402,4402,99,85
4403,4403,88,75
4404,4404,100,91
4405,4405,94,82
4406,4406,82,82
4407,4407,97,95
4408,4408,82,78
4409,4409,99,80
4410,4410,83,83
4411,4411,82,76
4412,4412,94,76
4413,4413,81,76
4414,4414,98,85
4415,4415,95,83
4416,4416,90,84
4417,4417,98,91
4418,4418,98,81
4419,4419,84,84
4420,4420,83,83
4421,4421,99,91
4422,4422,86,84
4423,4423,82,76
4424,4424,91,91
4425,4425,79,73
4426,4426,90,78
4427,4427,93,70
4428,4428,78,78
4429,4429,82,82
4430,4430,71,69
4431,4431,93,74
4432,4432,82,74
4433,4433,72,72
4434,4434,75,75
4435,4435,94,72
4436,4436,79,76
4437,4437,77,65
4438,4438,91,55
4439,4439,75,75
4440,4440,87,74
4441,4441,84,61
4442,4442,67,61
4443,4443,65,64
4444,4444,95,83
4445,4445,87,66
4446,4446,87,78
4447,4447,94,72
4448,4448,70,55
4449,4449,70,70
4450,4450,93,77
4451,4451,70,70
4452,4452,85,85
4453,4453,98,83
4454,4454,90,76
4455,4455,95,78
4456,4456,84,84
4457,4457,91,91
4458,4458,87,87
4459,4459,80,80
4460,4460,86,84
4461,4461,57,57
4462,4462,53,53
4463,4463,58,39
4464,4464,46,46
4465,4465,51,51
4466,4466,55,55
4467,4467,42,42
4468,4468,66,66
4469,4469,41,41
4470,4470,94,90
4471,4471,87,87
4472,4472,84,81
4473,4473,89,84
4474,4474,91,82
4475,4475,94,87
4476,4476,90,85
4477,4477,91,75
4478,4478,92,85
4479,4479,82,71
4480,4480,70,64
4481,4481,75,61
4482,4482,66,57
4483,4483,91,57
4484,4484,89,81
4485,4485,69,62
4486,4486,72,63
4487,4487,93,76
4488,4488,85,77
4489,4489,93,84
4490,4490,87,87
4491,4491,80,79
4492,4492,85,77
4493,4493,80,80
4494,4494,83,77
4495,4495,87,87
4496,4496,85,78
4497,4497,47,47
4498,4498,40,40
4499,4499,47,47
4500,4500,61,61
4501,4501,60,60
4502,4502,46,46
4503,4503,43,43
4504,4504,78,48
4505,4505,78,44
4506,4506,88,85
4507,4507,81,81
4508,4508,85,85
4509,4509,97,81
4510,4510,100,82
4511,4511,81,81
4512,4512,88,88
4513,4513,96,78
4514,4514,91,91
4515,4515,100,75
4516,4516,81,81
4517,4517,87,79
4518,4518,91,79
4519,4519,91,81
4520,4520,84,84
4521,4521,81,81
4522,4522,81,81
4523,4523,94,89
4524,4524,97,82
4525,4525,80,80
4526,4526,93,93
4527,4527,82,82
4528,4528,81,80
4529,4529,86,78
4530,4530,87,87
4531,4531,92,87
4532,4532,86,78
4533,4533,75,58
4534,4534,65,64
4535,4535,42,42
4536,4536,49,40
4537,4537,63,58
4538,4538,56,54
4539,4539,67,60
4540,4540,78,47
4541,4541,62,35
4542,4542,50,50
4543,4543,47,40
4544,4544,53,53
4545,4545,61,61
4546,4546,49,41
4547,4547,42,42
4548,4548,78,41
4549,4549,49,49
4550,4550,45,45
4551,4551,84,84
4552,4552,85,85
4553,4553,87,82
4554,4554,81,81
4555,4555,91,91
4556,4556,91,83
4557,4557,92,92
4558,4558,94,87
4559,4559,88,88
4560,4560,83,83
4561,4561,77,77
4562,4562,78,68
4563,4563,70,70
4564,4564,87,55
4565,4565,94,74
4566,4566,70,70
4567,4567,95,78
4568,4568,92,83
4569,4569,88,79
4570,4570,98,78
4571,4571,89,76
4572,4572,100,92
4573,4573,85,85
4574,4574,90,84
4575,4575,94,93
4576,4576,94,82
4577,4577,80,75
4578,4578,85,79
4579,4579,97,89
4580,4580,88,85
4581,4581,88,80
4582,4582,94,83
4583,4583,95,76
4584,4584,85,85
4585,4585,96,88
4586,4586,84,82
4587,4587,60,60
4588,4588,47,47
4589,4589,42,42
4590,4590,74,39
4591,4591,60,60
4592,4592,41,41
4593,4593,48,39
4594,4594,52,42
4595,4595,54,42
4596,4596,95,80
4597,4597,86,86
4598,4598,84,84
4599,4599,80,80
4600,4600,100,90
4601,4601,91,91
4602,4602,86,82
4603,4603,94,82
4604,4604,96,94
4605,4605,54,54
4606,4606,67,40
4607,4607,70,60
4608,4608,69,37
4609,4609,71,42
4610,4610,52,52
4611,4611,47,44
4612,4612,75,49
4613,4613,75,46
4614,4614,94,71
4615,4615,77,77
4616,4616,73,63
4617,4617,95,68
4618,4618,69,65
4619,4619,85,61
4620,4620,69,69
4621,4621,88,64
4622,4622,86,66
4623,4623,99,85
4624,4624,92,82
4625,4625,95,82
4626,4626,97,76
4627,4627,95,83
4628,4628,95,95
4629,4629,89,78
4630,4630,80,80
4631,4631,85,85
4632,4632,54,54
4633,4633,60,52
4634,4634,60,51
4635,4635,44,44
4636,4636,57,39
4637,4637,61,56
4638,4638,45,45
4639,4639,60,60
4640,4640,51,38
4641,4641,70,55
4642,4642,80,61
4643,4643,69,69
4644,4644,72,72
4645,4645,79,79
4646,4646,81,81
4647,4647,80,80
4648,4648,89,66
4649,4649,86,56
4650,4650,93,86
4651,4651,86,86
4652,4652,89,81
4653,4653,92,85
4654,4654,96,96
4655,4655,90,80
4656,4656,85,78
4657,4657,80,80
4658,4658,89,89
4659,4659,40,40
4660,4660,65,54
4661,4661,67,66
4662,4662,77,63
4663,4663,45,45
4664,4664,62,62
4665,4665,61,37
4666,4666,60,49
4667,4667,64,52
4668,4668,45,42
4669,4669,62,43
4670,4670,60,48
4671,4671,69,35
4672,4672,50,50
4673,4673,53,53
4674,4674,60,53
4675,4675,75,56
4676,4676,58,58
4677,4677,88,84
4678,4678,88,77
4679,4679,83,83
4680,4680,87,87
4681,4681,88,83
4682,4682,98,83
4683,4683,96,96
4684,4684,85,79
4685,4685,96,88
4686,4686,83,83
4687,4687,68,68
4688,4688,93,83
4689,4689,68,68
4690,4690,74,74
4691,4691,87,81
4692,4692,83,63
4693,4693,72,55
4694,4694,78,74
4695,4695,66,56
4696,4696,76,61
4697,4697,88,84
4698,4698,76,76
4699,4699,75,75
4700,4700,95,55
4701,4701,90,60
4702,4702,95,59
4703,4703,74,67
4704,4704,87,87
4705,4705,86,84
4706,4706,93,80
4707,4707,81,81
4708,4708,85,83
4709,4709,80,80
4710,4710,98,88
4711,4711,92,92
4712,4712,100,85
4713,4713,66,64
4714,4714,85,85
4715,4715,79,71
4716,4716,71,71
4717,4717,90,78
4718,4718,91,72
4719,4719,79,76
4720,4720,89,65
4721,4721,69,69
4722,4722,46,46
4723,4723,41,41
4724,4724,68,39
4725,4725,67,64
4726,4726,68,62
4727,4727,62,55
4728,4728,51,51
4729,4729,45,45
4730,4730,75,51
4731,4731,94,63
4732,4732,79,59
4733,4733,90,56
4734,4734,95,65
4735,4735,66,66
4736,4736,88,81
4737,4737,93,84
4738,4738,91,85
4739,4739,75,71
4740,4740,92,66
4741,4741,76,69
4742,4742,69,69
4743,4743,92,59
4744,4744,66,66
4745,4745,74,71
4746,4746,69,69
4747,4747,79,59
4748,4748,67,60
4749,4749,72,72
4750,4750,90,58
4751,4751,93,59
4752,4752,91,86
4753,4753,85,69
4754,4754,83,71
4755,4755,75,62
4756,4756,69,69
4757,4757,72,69
4758,4758,89,79
4759,4759,92,92
4760,4760,98,95
4761,4761,86,75
4762,4762,86,84
4763,4763,80,80
4764,4764,96,94
4765,4765,88,88
4766,4766,91,91
4767,4767,84,75
4768,4768,80,71
4769,4769,77,77
4770,4770,95,75
4771,4771,79,79
4772,4772,70,70
4773,4773,67,67
4774,4774,90,63
4775,4775,88,65
4776,4776,93,81
4777,4777,90,90
4778,4778,93,82
4779,4779,84,84
4780,4780,89,89
4781,4781,93,87
4782,4782,99,91
4783,4783,90,78
4784,4784,87,87
4785,4785,92,69
4786,4786,91,60
4787,4787,95,66
4788,4788,74,74
4789,4789,87,78
4790,4790,82,81
4791,4791,74,55
4792,4792,81,75
4793,4793,77,74
4794,4794,70,70
4795,4795,85,85
4796,4796,81,75
4797,4797,85,80
4798,4798,88,74
4799,4799,78,63
4800,4800,68,64
4801,4801,69,66
4802,4802,74,59
4803,4803,83,83
4804,4804,98,78
4805,4805,94,79
4806,4806,99,94
4807,4807,96,78
4808,4808,86,78
4809,4809,87,87
4810,4810,85,75
4811,4811,86,80
4812,4812,90,80
4813,4813,87,87
4814,4814,97,80
4815,4815,99,80
4816,4816,99,76
4817,4817,93,80
4818,4818,87,82
4819,4819,86,86
4820,4820,86,81
4821,4821,83,83
4822,4822,92,80
4823,4823,93,92
4824,4824,80,77
4825,4825,85,81
4826,4826,84,78
4827,4827,87,86
4828,4828,99,77
4829,4829,80,80
4830,4830,91,91
4831,4831,97,91
4832,4832,88,82
4833,4833,94,94
4834,4834,94,91
4835,4835,98,88
4836,4836,87,87
4837,4837,95,80
4838,4838,84,84
4839,4839,92,80
4840,4840,83,79
4841,4841,99,91
4842,4842,85,85
4843,4843,93,93
4844,4844,89,79
4845,4845,94,83
4846,4846,99,88
4847,4847,89,77
4848,4848,65,65
4849,4849,73,73
4850,4850,74,74
4851,4851,71,71
4852,4852,79,70
4853,4853,95,76
4854,4854,82,61
4855,4855,83,56
4856,4856,90,65
4857,4857,70,62
4858,4858,70,70
4859,4859,77,77
4860,4860,66,56
4861,4861,82,71
4862,4862,72,55
4863,4863,82,67
4864,4864,75,75
4865,4865,82,70
4866,4866,83,83
4867,4867,87,75
4868,4868,91,75
4869,4869,91,87
4870,4870,98,94
4871,4871,91,87
4872,4872,98,81
4873,4873,89,88
4874,4874,95,75
4875,4875,85,57
4876,4876,71,71
4877,4877,66,66
4878,4878,95,71
4879,4879,66,66
4880,4880,95,82
4881,4881,91,78
4882,4882,77,64
4883,4883,75,75
4884,4884,67,46
4885,4885,47,35
4886,4886,58,58
4887,4887,59,59
4888,4888,58,55
4889,4889,67,55
4890,4890,54,54
4891,4891,45,43
4892,4892,53,41
4893,4893,51,40
4894,4894,70,50
4895,4895,69,66
4896,4896,74,69
4897,4897,75,55
4898,4898,60,45
4899,4899,50,50
4900,4900,46,46
4901,4901,71,58
4902,4902,92,58
4903,4903,73,73
4904,4904,72,72
4905,4905,69,69
4906,4906,88,73
4907,4907,79,62
4908,4908,90,84
4909,4909,93,68
4910,4910,81,56
4911,4911,86,82
4912,4912,99,80
4913,4913,95,91
4914,4914,97,77
4915,4915,97,90
4916,4916,97,88
4917,4917,90,80
4918,4918,93,85
4919,4919,90,82
4920,4920,68,68
4921,4921,74,72
4922,4922,88,85
4923,4923,70,70
4924,4924,74,69
4925,4925,83,71
4926,4926,78,71
4927,4927,84,56
4928,4928,82,76
4929,4929,90,80
4930,4930,99,88
4931,4931,89,80
4932,4932,96,91
4933,4933,99,89
4934,4934,97,86
4935,4935,90,90
4936,4936,96,79
4937,4937,98,76
4938,4938,97,94
4939,4939,100,77
4940,4940,97,81
4941,4941,94,77
4942,4942,98,91
4943,4943,90,78
4944,4944,86,86
4945,4945,96,87
4946,4946,85,81
4947,4947,93,92
4948,4948,87,87
4949,4949,97,77
4950,4950,98,75
4951,4951,99,96
4952,4952,98,95
4953,4953,94,89
4954,4954,84,84
4955,4955,98,81
4956,4956,96,92
4957,4957,94,75
4958,4958,86,79
4959,4959,83,78
4960,4960,82,75
4961,4961,84,84
4962,4962,100,85
4963,4963,93,76
4964,4964,90,90
4965,4965,66,63
4966,4966,71,71
4967,4967,87,87
4968,4968,77,63
4969,4969,87,77
4970,4970,83,70
4971,4971,84,58
4972,4972,82,75
4973,4973,91,82
4974,4974,87,77
4975,4975,92,82
4976,4976,91,86
4977,4977,92,84
4978,4978,99,76
4979,4979,87,87
4980,4980,85,85
4981,4981,100,87
4982,4982,87,84
4983,4983,82,82
4984,4984,83,83
4985,4985,90,90
4986,4986,100,84
4987,4987,91,78
4988,4988,97,75
4989,4989,80,80
4990,4990,93,79
4991,4991,83,83
4992,4992,72,72
4993,4993,83,81
4994,4994,80,80
4995,4995,94,55
4996,4996,82,72
4997,4997,89,72
4998,4998,76,62
4999,4999,91,76
5000,5000,69,69
